ID;Standort-Nr;Baumhoehe_akt_m;Stammanzahl_akt_anz;Stammdurchmesser_akt_cm;Stammumfang_akt_cm;Kronendurchmesser_akt_cm;Pflanzjahr;Standalter_geschaetzt_jahr;ref_Baumart;ref_Baumart_botanisch;gis_komplex_UTM;ref_Objekt_Name;ref_Objekt_stat_Bezirk;ref_Objekt_Number;ref_Objekt_Name_Number
00008100:0010092c;146;22;1;77,99;245;12;1902;121;Stiel-Eiche;Quercus robur*;POINT(404794.5319198549841530621051788330078125 5754952.352987281978130340576171875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010092e;148;18;1;47,75;150;10;1962;61;Stiel-Eiche;Quercus robur*;POINT(404790.1673227992723695933818817138671875 5754950.934624223969876766204833984375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010092f;149;20;2;45;141,37;14;1977;46;Gemeine Esche;Fraxinus excelsior*;POINT(404784.918307946179993450641632080078125 5754958.574506645090878009796142578125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100c64;54;7;1;10;31,42;2,5;2018;5;S�ulen-Hainbuche;Carpinus betulus 'Fastigiata';POINT(404613.082615704624913632869720458984375 5755159.88629517890512943267822265625);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100c65;55;15;2;45;141,37;6;1987;36;Feld-Ahorn;Acer campestre*;POINT(404583.9947616475983522832393646240234375 5755157.3260780461132526397705078125);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100c63;53;7;1;10;31,42;2;2018;5;S�ulen-Hainbuche;Carpinus betulus 'Fastigiata';POINT(404611.3193431071122176945209503173828125 5755151.495342920534312725067138671875);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100c66;56;15;3;28;87,96;6;1992;31;Hainbuche;Carpinus betulus*;POINT(404583.479715183028019964694976806640625 5755160.38465144671499729156494140625);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000fec93;58;4;1;9,55;30;2;2017;6;Winter-Linde;Tilia cordata*;POINT(405299.257256344542838633060455322265625 5755331.431647152639925479888916015625);VG METZER STRASSE;32;53221;20 53221 VG METZER STRASSE
00008100:000ff153;120;10;1;26;81,68;6;2002;21;Baum-Hasel;Corylus colurna ;POINT(404583.469643980846740305423736572265625 5755037.184055550955235958099365234375);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:001000b9;36;10;1;17,51;55;3;2012;11;Hainbuche;Carpinus betulus*;POINT(405347.8291114278254099190235137939453125 5754927.358890138566493988037109375);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001000b7;34;10;1;25,46;80;4;2007;16;Hainbuche;Carpinus betulus*;POINT(405350.160623859497718513011932373046875 5754916.747472888790071010589599609375);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001000b8;35;10;1;19,1;60;4;2012;11;Hainbuche;Carpinus betulus*;POINT(405348.3303982647485099732875823974609375 5754925.321484350599348545074462890625);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001000ba;37;6;1;21,01;66;4;2007;16;Hainbuche;Carpinus betulus*;POINT(405342.6355686985771171748638153076171875 5754955.0091616697609424591064453125);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001000bd;40;7;1;22,28;70;2;2012;11;Hainbuche;Carpinus betulus*;POINT(405342.991459369543008506298065185546875 5754949.989961965940892696380615234375);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001000c2;45;7;1;15,92;50;5;2014;9;Hainbuche;Carpinus betulus*;POINT(405347.5937870891648344695568084716796875 5754929.54182370565831661224365234375);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001000c0;43;10;1;25,46;80;5;2002;21;Hainbuche;Carpinus betulus*;POINT(405343.0996352345682680606842041015625 5754947.695403151214122772216796875);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001000bb;38;4,5;1;12,73;40;3;2012;11;Kornelkirsche;Cornus mas ;POINT(405343.1868064421578310430049896240234375 5754952.47512137703597545623779296875);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:00101ea9;173;9;1;15;47,12;3;2012;11;Berg-Ahorn;Acer pseudoplatanus*;POINT(404738.7311309184296987950801849365234375 5754954.02246874012053012847900390625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ea8;172;12;1;12;37,7;2;2014;9;Berg-Ahorn;Acer pseudoplatanus*;POINT(404739.5829729852848686277866363525390625 5754953.363693647086620330810546875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eaa;174;16;1;25;78,54;2;1997;26;Berg-Ahorn;Acer pseudoplatanus*;POINT(404735.2425430107978172600269317626953125 5754956.235815959982573986053466796875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eab;175;12;1;12;37,7;2;2014;9;Berg-Ahorn;Acer pseudoplatanus*;POINT(404735.328275857842527329921722412109375 5754957.08123044110834598541259765625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb0;180;22;2;48;150,8;10;1972;51;Schwarz-Erle;Alnus glutinosa;POINT(404735.16301475162617862224578857421875 5754961.767957200296223163604736328125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb2;182;9;1;10;31,42;2;2014;9;Berg-Ahorn;Acer pseudoplatanus*;POINT(404735.1900411218521185219287872314453125 5754964.102113760076463222503662109375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eac;176;16;1;18;56,55;3;2007;16;Berg-Ahorn;Acer pseudoplatanus*;POINT(404736.292771207052282989025115966796875 5754957.200301471166312694549560546875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ead;177;9;1;10;31,42;3;2014;9;Berg-Ahorn;Acer pseudoplatanus*;POINT(404734.024672877974808216094970703125 5754958.431554731912910938262939453125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eae;178;18;2;35;109,96;6;1992;31;Berg-Ahorn;Acer pseudoplatanus*;POINT(404733.8103391206241212785243988037109375 5754960.47483348287642002105712890625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eaf;179;16;1;18;56,55;2;2002;21;Berg-Ahorn;Acer pseudoplatanus*;POINT(404733.5579071591491810977458953857421875 5754961.97990684770047664642333984375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb1;181;16;1;18;56,55;3;2002;21;Berg-Ahorn;Acer pseudoplatanus*;POINT(404735.5732575156143866479396820068359375 5754965.812610357068479061126708984375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb8;188;9;1;8;25,13;3;2016;7;Berg-Ahorn;Acer pseudoplatanus*;POINT(404733.6140916107106022536754608154296875 5754970.755934082902967929840087890625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb5;185;9;1;12;37,7;4;2014;9;Berg-Ahorn;Acer pseudoplatanus*;POINT(404733.4492452801787294447422027587890625 5754967.275502018630504608154296875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb9;189;20;1;50;157,08;5;1972;51;Schwarz-Erle;Alnus glutinosa;POINT(404735.079003517399542033672332763671875 5754970.1286109276115894317626953125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb7;187;12;1;10;31,42;2;2014;9;Berg-Ahorn;Acer pseudoplatanus*;POINT(404734.2828182778903283178806304931640625 5754968.370328697375953197479248046875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb3;183;16;1;20;62,83;3;2002;21;Berg-Ahorn;Acer pseudoplatanus*;POINT(404734.59529132326133549213409423828125 5754963.9138768278062343597412109375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb4;184;16;1;18;56,55;4;2002;21;Berg-Ahorn;Acer pseudoplatanus*;POINT(404734.5923767216154374182224273681640625 5754964.27976181916892528533935546875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101eb6;186;12;1;15;47,12;2;2014;9;Eingriffeliger Wei�dorn;Crataegus monogyna*;POINT(404733.1693131874199025332927703857421875 5754968.799553192220628261566162109375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000ff152;119;6;1;16;50,27;2,5;2002;21;Baum-Hasel;Corylus colurna ;POINT(404589.8104684184654615819454193115234375 5755038.038126717321574687957763671875);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000ff151;118;6,5;1;17;53,41;3;2002;21;Baum-Hasel;Corylus colurna ;POINT(404593.920914617949165403842926025390625 5755050.395740539766848087310791015625);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000ff150;117;5,5;1;14;43,98;3;2002;21;Baum-Hasel;Corylus colurna ;POINT(404587.217534496099688112735748291015625 5755055.634363255463540554046630859375);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:00100866;135;18;1;25;78,54;4;1992;31;Berg-Ahorn;Acer pseudoplatanus*;POINT(404811.7657463640789501368999481201171875 5754965.202168348245322704315185546875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100864;133;18;1;21,65;68;3;1992;31;Berg-Ahorn;Acer pseudoplatanus*;POINT(404819.699165671714581549167633056640625 5754964.389194277115166187286376953125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100861;130;18;1;25,15;79;4;1987;36;Berg-Ahorn;Acer pseudoplatanus*;POINT(404824.7932884882320649921894073486328125 5754961.784627883695065975189208984375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100860;129;12;1;12,73;40;3;2012;11;Berg-Ahorn;Acer pseudoplatanus*;POINT(404816.852122571668587625026702880859375 5754979.3040554784238338470458984375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010085f;128;12;1;10,19;32;2;2012;11;Berg-Ahorn;Acer pseudoplatanus*;POINT(404819.2532320137252099812030792236328125 5754980.041591889224946498870849609375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010085d;126;12;1;15;47,12;3;2007;16;Berg-Ahorn;Acer pseudoplatanus*;POINT(404825.9746988138067536056041717529296875 5754982.583758280612528324127197265625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010086a;139;18;1;35;109,96;8;1987;36;Berg-Ahorn;Acer pseudoplatanus*;POINT(404803.4525808873586356639862060546875 5754964.2673855982720851898193359375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100868;137;16;1;30;94,25;4;1992;31;Berg-Ahorn;Acer pseudoplatanus*;POINT(404808.6489356578676961362361907958984375 5754964.5893536768853664398193359375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100863;132;7;1;10;31,42;2;2012;11;Berg-Ahorn;Acer pseudoplatanus*;POINT(404823.266102426336146891117095947265625 5754966.659040533006191253662109375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010085e;127;12;1;15;47,12;4;2012;11;Eingriffeliger Wei�dorn;Crataegus monogyna*;POINT(404822.7114841249422170221805572509765625 5754980.881562657654285430908203125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100862;131;12;1;13,69;43;3;2007;16;Berg-Ahorn;Acer pseudoplatanus*;POINT(404825.7451726250001229345798492431640625 5754965.461360304616391658782958984375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100865;134;18;2;35;109,96;6;1987;36;Berg-Ahorn;Acer pseudoplatanus*;POINT(404816.697736019152216613292694091796875 5754961.426065267063677310943603515625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100867;136;15;2;40;125,66;8;1992;31;Hainbuche;Carpinus betulus*;POINT(404813.8316405969671905040740966796875 5754967.81196705065667629241943359375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100869;138;18;1;25;78,54;6;1992;31;Gemeine Esche;Fraxinus excelsior*;POINT(404798.642876792349852621555328369140625 5754954.506808766163885593414306640625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010086b;140;20;1;55;172,79;10;1962;61;Berg-Ahorn;Acer pseudoplatanus*;POINT(404804.633066429640166461467742919921875 5754968.174502327106893062591552734375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100e54;57;15;1;45;141,37;8;1987;36;Hainbuche;Carpinus betulus*;POINT(404584.1040111486800014972686767578125 5755164.230317595414817333221435546875);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100e57;60;12;1;10;31,42;2;2014;9;Hainbuche;Carpinus betulus*;POINT(404588.1373710818588733673095703125 5755183.242276440374553203582763671875);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100e59;62;12;1;9,55;30;2;2014;9;Hainbuche;Carpinus betulus*;POINT(404589.15815687947906553745269775390625 5755184.843354813754558563232421875);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100e58;61;15;1;28;87,96;6;2007;16;Sal-Weide;Salix caprea ;POINT(404589.9235877897008322179317474365234375 5755181.508329990319907665252685546875);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100e5a;63;12;1;9,55;30;2;2017;6;Hainbuche;Carpinus betulus*;POINT(404587.984139223583042621612548828125 5755187.25205278955399990081787109375);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100e55;58;15;1;33,42;105;4;1992;31;Hainbuche;Carpinus betulus*;POINT(404584.8115595696144737303256988525390625 5755167.7846460007131099700927734375);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:00100e56;59;18;1;51,88;163;12;1977;46;Hainbuche;Carpinus betulus*;POINT(404600.3317717271856963634490966796875 5755167.97898150794208049774169921875);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:001028d5;50;9;1;15;47,12;4;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404704.886451767175458371639251708984375 5755425.373150798492133617401123046875);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028d4;49;9;1;17,83;56;5;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404706.371479744673706591129302978515625 5755432.865445755422115325927734375);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028dc;57;9;1;16,55;52;4;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404732.45038574351929128170013427734375 5755414.798646188341081142425537109375);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028db;56;9;1;16,23;51;5;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404733.4626354551874101161956787109375 5755420.432710490189492702484130859375);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028d6;51;9;1;16,87;53;6;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404704.00384392985142767429351806640625 5755418.34036551602184772491455078125);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028d7;52;9;1;15,28;48;4;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404712.0090690556098707020282745361328125 5755417.392542443238198757171630859375);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028d8;53;9;1;15;47,12;5;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404713.7340474820812232792377471923828125 5755424.274028115905821323394775390625);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028d9;54;9;1;18,78;59;6;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404714.6745272792759351432323455810546875 5755431.3481993936002254486083984375);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028da;55;9;1;15,28;48;3;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404734.1957657821476459503173828125 5755428.16180683858692646026611328125);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028de;59;9;1;15,6;49;5;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404741.4415974378935061395168304443359375 5755427.51474258862435817718505859375);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:001028dd;58;9;1;15;47,12;4;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT(404740.7009483178262598812580108642578125 5755413.573323837481439113616943359375);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:00100acb;25;8,5;1;17;53,41;4;2007;16;Baum-Hasel;Corylus colurna ;POINT(404348.9959508706233464181423187255859375 5755065.550349413417279720306396484375);VG FRANZ-HITZE-STRASSE;32;53211;20 53211 VG FRANZ-HITZE-STRASSE
00008100:000fde3e;50;6;1;15,92;50;2;2002;21;Chinesische Birne;Pyrus calleryana 'Chanticleer' ;POINT(405197.4212128890794701874256134033203125 5755996.5717177055776119232177734375);VG AM WASSERTURM;32;53205;20 53205 VG AM WASSERTURM
00008100:000fe1c0;95;12;1;38,2;120;6;2002;21;Hainbuche;Carpinus betulus*;POINT(405134.3696267328341491520404815673828125 5756011.079449988901615142822265625);HITTORF-GYMNASIUM, PRINZ-EUGEN-STRASSE 27;32;63203;20 63203 HITTORF-GYMNASIUM, PRINZ-EUGEN-STRASSE 27
00008100:000fe1b7;87;10;1;30,88;97;6;2002;21;Silber-Weide;Salix alba*;POINT(405028.942417455255053937435150146484375 5756007.417735739611089229583740234375);HITTORF-GYMNASIUM, PRINZ-EUGEN-STRASSE 27;32;63203;20 63203 HITTORF-GYMNASIUM, PRINZ-EUGEN-STRASSE 27
00008100:0010179b;82;13;1;38;119,38;10;1982;41;Hainbuche;Carpinus betulus*;POINT(404963.9799952182802371680736541748046875 5754918.1066524200141429901123046875);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:00101ca3;163;16;1;20;62,83;8;1997;26;Berg-Ahorn;Acer pseudoplatanus*;POINT(404771.5128786579589359462261199951171875 5754955.513782815076410770416259765625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ca4;164;18;1;15;47,12;3;2002;21;Schwarz-Erle;Alnus glutinosa;POINT(404770.3507186429924331605434417724609375 5754952.02734540216624736785888671875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ca2;162;9;1;12;37,7;5;2007;16;Berg-Ahorn;Acer pseudoplatanus*;POINT(404772.460698356735520064830780029296875 5754956.0710414014756679534912109375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ca5;165;16;1;30;94,25;5;1992;31;H�nge-Birke, Wei�-Birke;Betula pendula*;POINT(404769.050437675905413925647735595703125 5754947.745507341809570789337158203125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101caa;170;12;1;12;37,7;4;2012;11;Berg-Ahorn;Acer pseudoplatanus*;POINT(404744.0601358721614815294742584228515625 5754946.96951151452958583831787109375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ca9;169;9;1;12;37,7;3;2014;9;Berg-Ahorn;Acer pseudoplatanus*;POINT(404739.3281601924099959433078765869140625 5754944.664272560738027095794677734375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ca6;166;18;1;30;94,25;4;1992;31;Schwarz-Erle;Alnus glutinosa;POINT(404767.5786910146125592291355133056640625 5754955.351843722164630889892578125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101cab;171;16;1;21,01;66;4;1997;26;Berg-Ahorn;Acer pseudoplatanus*;POINT(404743.9815487954183481633663177490234375 5754949.66768913157284259796142578125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ca8;168;9;1;15;47,12;4;2012;11;Berg-Ahorn;Acer pseudoplatanus*;POINT(404750.3834895534091629087924957275390625 5754955.113322434015572071075439453125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ca1;161;18;1;45;141,37;3;1977;46;Schwarz-Erle;Alnus glutinosa;POINT(404774.760581330512650310993194580078125 5754956.524800212122499942779541015625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ca7;167;16;1;20;62,83;5;2007;16;Berg-Ahorn;Acer pseudoplatanus*;POINT(404763.836197827127762138843536376953125 5754954.319204888306558132171630859375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000fe1b5;85;13;1;41,38;130;5;1987;36;Silber-Weide;Salix alba*;POINT(405028.139420359744690358638763427734375 5756010.539665226824581623077392578125);HITTORF-GYMNASIUM, PRINZ-EUGEN-STRASSE 27;32;63203;20 63203 HITTORF-GYMNASIUM, PRINZ-EUGEN-STRASSE 27
00008100:000fe1be;93;13;2;38,2;120;4;2002;21;Hainbuche;Carpinus betulus*;POINT(405130.78574035433121025562286376953125 5756010.12851519323885440826416015625);HITTORF-GYMNASIUM, PRINZ-EUGEN-STRASSE 27;32;63203;20 63203 HITTORF-GYMNASIUM, PRINZ-EUGEN-STRASSE 27
